-8,0.188557302857143,0,-0.0120883489921359
-7.97533866986502,0.187401303007066,-0.00757830784557155,-0.0119938001920191
-7.9015067247611,0.183940430580319,-0.0137432475769834,-0.0117080928129969
-7.77895936318141,0.178196023006271,-0.0180431278660847,-0.0112258895498872
-7.60845213036123,0.170203496467825,-0.020476235680931,-0.0105410476611379
-7.39103626009029,0.160012127548875,-0.0212181624458389,-0.00965052103028149
-7.12805219350694,0.147684749427781,-0.0205147071560062,-0.00855938278090433
-6.82112131483274,0.133297364489927,-0.0186292743283431,-0.0072865598945087
-6.47213595499958,0.116938675747748,-0.0158425599046982,-0.00587079802173983
-6.08324772480025,0.0987095399571544,-0.0124557882539808,-0.00437633087861281
-5.65685424949238,0.0787223458020981,-0.00881032900899737,-0.00289771750662182
-5.19558438664147,0.0571003209809617,-0.00528875725252485,-0.00156333371649494
-4.70228201833979,0.0339767724668202,-0.00232204746827036,-0.000537060822996534
-4.17998851772759,0.00949426462562364,-0.000371767562812032,-1.7803006347189e-05
-3.63192399791637,-0.0161962597405272,8.77247651155813e-05,-0.000236580170105027
-3.06146745892072,-0.0429364100059485,-0.00139023260079141,-0.00145108021129795
-2.47213595499958,-0.0705613242522519,-0.00516314129317486,-0.00393770598326787
-1.86756291084724,-0.0989006856968927,-0.0114318534764144,-0.0079813096697428
-1.25147572032185,-0.127779772752771,-0.0200506456895325,-0.0138629619193155
-0.62767276582276,-0.157020536244915,-0.0303793709973641,-0.0218462458657791
0,-0.186442697142857,-0.0400468517762086,-0.0321626883670154
0.627672765822759,-0.157020536244915,-0.0303793709973641,-0.0218462458657792
1.25147572032184,-0.127779772752771,-0.0200506456895325,-0.0138629619193156
1.86756291084724,-0.0989006856968927,-0.0114318534764144,-0.00798130966974281
2.47213595499958,-0.0705613242522519,-0.00516314129317486,-0.00393770598326787
3.06146745892072,-0.0429364100059486,-0.00139023260079141,-0.00145108021129795
3.63192399791637,-0.0161962597405272,8.77247651155816e-05,-0.000236580170105027
4.17998851772759,0.00949426462562358,-0.000371767562812031,-1.78030063471887e-05
4.70228201833978,0.0339767724668202,-0.00232204746827036,-0.000537060822996533
5.19558438664147,0.0571003209809616,-0.00528875725252484,-0.00156333371649494
5.65685424949238,0.0787223458020981,-0.00881032900899737,-0.00289771750662182
6.08324772480025,0.0987095399571544,-0.0124557882539808,-0.00437633087861281
6.47213595499958,0.116938675747748,-0.0158425599046982,-0.00587079802173983
6.82112131483274,0.133297364489927,-0.0186292743283431,-0.0072865598945087
7.12805219350694,0.147684749427781,-0.0205147071560063,-0.00855938278090432
7.39103626009029,0.160012127548875,-0.0212181624458389,-0.00965052103028149
7.60845213036123,0.170203496467825,-0.020476235680931,-0.0105410476611379
7.77895936318141,0.178196023006271,-0.0180431278660847,-0.0112258895498872
7.9015067247611,0.183940430580319,-0.0137432475769834,-0.0117080928129969
7.97533866986502,0.187401303007066,-0.00757830784557155,-0.0119938001920191
8,0.188557302857143,0,0
